caldt,T-bill,Mkt Index,Your Portfolio
20180223,0.006,1.546,1.684
20180226,0.006,1.126,1.234
20180227,0.006,-1.244,-1.082
20180228,0.006,-1.094,-0.572
20180301,0.006,-1.174,-1.63
20180302,0.006,0.706,0.904
20180305,0.006,1.066,0.64
20180306,0.006,0.366,0.522
20180307,0.006,0.056,0.788
20180308,0.006,0.376,0.496
20180309,0.006,1.706,1.898
20180312,0.006,-0.084,-0.36
20180313,0.006,-0.664,-0.718
20180314,0.006,-0.524,0.004
20180315,0.006,-0.174,-0.174
20180316,0.006,0.256,-0.14
20180319,0.006,-1.374,-1.338
20180320,0.006,0.156,1.218
20180321,0.006,-0.054,-0.522
20180322,0.006,-2.534,-2.84
20180323,0.006,-2.084,-2.174
20180326,0.006,2.676,3.456
20180327,0.006,-1.864,-3.166
20180328,0.006,-0.344,-1.418
20180329,0.006,1.416,1.896
20180402,0.007,-2.283,-2.577
20180403,0.007,1.247,1.061
20180404,0.007,1.177,1.435
20180405,0.007,0.757,0.253
20180406,0.007,-2.183,-2.477
20180409,0.007,0.307,0.955
20180410,0.007,1.777,2.071
20180411,0.007,-0.483,-0.633
20180412,0.007,0.847,1.483
20180413,0.007,-0.363,-0.687
20180416,0.007,0.827,0.845
20180417,0.007,1.097,2.447
20180418,0.007,0.137,0.143
20180419,0.007,-0.483,-0.717
20180420,0.007,-0.803,-1.163
20180423,0.007,-0.043,-0.373
20180424,0.007,-1.293,-2.529
20180425,0.007,0.107,-0.235
20180426,0.007,0.967,2.035
20180427,0.007,0.017,0.155
20180430,0.007,-0.793,-0.577
20180501,0.006,0.246,0.78
20180502,0.006,-0.624,-0.21
20180503,0.006,-0.244,0.374
20180504,0.006,1.306,1.18
20180507,0.006,0.426,0.816
20180508,0.006,0.076,0.184
20180509,0.006,0.896,0.932
20180510,0.006,0.846,0.774
20180511,0.006,0.196,0.52
20180514,0.006,0.056,-0.238
20180515,0.006,-0.544,-0.826
20180516,0.006,0.506,0.638
20180517,0.006,0.026,0.002
20180518,0.006,-0.224,0.508
20180521,0.006,0.726,0.618
20180522,0.006,-0.414,-0.894
20180523,0.006,0.296,0.98
20180524,0.006,-0.154,0.11
20180525,0.006,-0.204,-0.3
20180529,0.006,-1.024,-0.454
20180530,0.006,1.316,1.268
20180531,0.006,-0.694,-0.232
20180601,0.006,1.066,1.492
20180604,0.006,0.486,0.858
20180605,0.006,0.166,0.586
20180606,0.006,0.866,0.758
20180607,0.006,-0.134,-1.232
20180608,0.006,0.316,0.478
20180611,0.006,0.126,-0.156
20180612,0.006,0.236,0.698
20180613,0.006,-0.324,-0.066
20180614,0.006,0.276,0.732
20180615,0.006,-0.074,-0.464
20180618,0.006,-0.084,0.288
20180619,0.006,-0.374,-0.662
20180620,0.006,0.236,0.734
20180621,0.006,-0.724,-1.12
20180622,0.006,0.116,-0.532
20180625,0.006,-1.474,-2.488
20180626,0.006,0.276,0.66
20180627,0.006,-1.014,-1.428
20180628,0.006,0.586,1.174
20180629,0.006,0.076,0.226
20180702,0.008,0.368,0.914
20180703,0.008,-0.432,-0.876
20180705,0.008,0.878,0.92
20180706,0.008,0.888,1.17
20180709,0.008,0.938,0.734
20180710,0.008,0.218,0.158
20180711,0.008,-0.682,-0.358
20180712,0.008,0.868,1.846
20180713,0.008,0.088,0.388
20180716,0.008,-0.152,-0.428
20180717,0.008,0.488,1.13
20180718,0.008,0.278,0.14
20180719,0.008,-0.332,-0.164
20180720,0.008,-0.092,0.016
20180723,0.008,0.158,0.146
20180724,0.008,0.228,-0.306
20180725,0.008,0.838,2.212
20180726,0.008,-0.192,-1.146
20180727,0.008,-0.812,-2.306
20180730,0.008,-0.692,-2.534
20180731,0.008,0.518,1.13
20180801,0.007,-0.123,0.681
20180802,0.007,0.677,1.619
20180803,0.007,0.317,-0.493
20180806,0.007,0.467,0.899
20180807,0.007,0.297,0.567
20180808,0.007,-0.033,0.081
20180809,0.007,-0.043,0.215
20180810,0.007,-0.593,-0.035
20180813,0.007,-0.453,-0.273
20180814,0.007,0.697,0.817
20180815,0.007,-0.903,-1.455
20180816,0.007,0.867,0.495
20180817,0.007,0.307,0.091
20180820,0.007,0.257,0.233
20180821,0.007,0.337,0.331
20180822,0.007,0.057,0.897
20180823,0.007,-0.183,0.393
20180824,0.007,0.627,1.125
20180827,0.007,0.747,0.831
20180828,0.007,-0.003,0.285
20180829,0.007,0.567,1.185
20180830,0.007,-0.403,0.035
20180831,0.007,0.087,0.519
20180904,0.008,-0.102,0.378
20180905,0.008,-0.402,-1.704
20180906,0.008,-0.432,-0.324
20180907,0.008,-0.172,-0.178
20180910,0.008,0.238,0.412
20180911,0.008,0.378,1.008
20180912,0.008,0.038,-0.442
20180913,0.008,0.458,0.8
20180914,0.008,0.128,-0.1
20180917,0.008,-0.702,-2.016
20180918,0.008,0.578,1.082
20180919,0.008,0.068,-1.324
20180920,0.008,0.778,0.76
20180921,0.008,-0.122,-0.548
20180924,0.008,-0.302,1.03
20180925,0.008,-0.042,0.948
20180926,0.008,-0.392,0.01
20180927,0.008,0.278,0.752
20180928,0.008,-0.022,0.266
20181001,0.008,0.168,-0.132
20181002,0.008,-0.202,-1.234
20181003,0.008,0.208,0.028
20181004,0.008,-0.922,-2.332
20181005,0.008,-0.632,-0.818
20181008,0.008,-0.172,-1.642
20181009,0.008,-0.172,-0.004
20181010,0.008,-3.322,-4.942
20181011,0.008,-1.952,-1.16
20181012,0.008,1.388,3.446
20181015,0.008,-0.472,-1.336
20181016,0.008,2.248,3.7
20181017,0.008,-0.072,-0.276
20181018,0.008,-1.532,-1.922
20181019,0.008,-0.242,-1.04
20181022,0.008,-0.372,1.122
20181023,0.008,-0.612,-0.63
20181024,0.008,-3.322,-3.958
20181025,0.008,1.938,2.982
20181026,0.008,-1.642,-1.96
20181029,0.008,-0.762,-2.37
20181030,0.008,1.668,1.632
20181031,0.008,1.228,2.08
20181101,0.008,1.298,1.382
20181102,0.008,-0.522,-0.936
20181105,0.008,0.408,-0.6
20181106,0.008,0.588,0.492
20181107,0.008,2.118,3.726
20181108,0.008,-0.272,-0.17
20181109,0.008,-1.032,-1.236
20181112,0.008,-2.052,-2.766
20181113,0.008,-0.122,-0.686
20181114,0.008,-0.762,-1.026
20181115,0.008,1.188,1.842
20181116,0.008,0.158,0.218
20181119,0.008,-1.872,-3.894
20181120,0.008,-1.842,-1.866
20181121,0.008,0.518,0.584
20181123,0.008,-0.542,-0.182
20181126,0.008,1.628,1.766
20181127,0.008,0.118,0.286
20181128,0.008,2.428,3.796
20181129,0.008,-0.212,0.082
20181130,0.008,0.788,0.866
20181203,0.01,1.14,1.692
20181204,0.01,-3.44,-2.954
20181206,0.01,-0.15,0.768
20181207,0.01,-2.35,-3.448
20181210,0.01,0.11,1.532
20181211,0.01,-0.07,0.566
20181212,0.01,0.69,0.738
20181213,0.01,-0.25,0.158
20181214,0.01,-1.88,-2.534
20181217,0.01,-2.12,-3.284
20181218,0.01,-0.02,0.49
20181219,0.01,-1.57,-1.252
20181220,0.01,-1.61,-2.36
20181221,0.01,-2.16,-2.394
20181224,0.01,-2.54,-2.39
20181226,0.01,5.07,5.712
20181227,0.01,0.79,0.988
20181228,0.01,-0.02,-0.098
20181231,0.01,0.91,1.57
20190102,0.01,0.24,-1.818
20190103,0.01,-2.44,-3.634
20190104,0.01,3.56,3.392
20190107,0.01,0.95,0.842
20190108,0.01,1.02,1.404
20190109,0.01,0.57,0.078
20190110,0.01,0.43,0.478
20190111,0.01,0,-0.288
20190114,0.01,-0.59,-1.466
20190115,0.01,1.07,2.264
20190116,0.01,0.29,-0.652
20190117,0.01,0.76,0.748
20190118,0.01,1.3,0.712
20190122,0.01,-1.52,-1.118
20190123,0.01,0.16,0.856
20190124,0.01,0.24,-0.336
20190125,0.01,0.91,0.31
20190128,0.01,-0.79,-1.234
20190129,0.01,-0.18,-0.462
20190130,0.01,1.52,2.192
20190131,0.01,0.93,1.776
20190201,0.01,0.15,-0.384
20190204,0.01,0.73,0.964
20190205,0.01,0.44,0.806
20190206,0.01,-0.21,-0.384
20190207,0.01,-0.92,-0.74
20190208,0.01,0.1,0.952
20190211,0.01,0.15,-0.048
20190212,0.01,1.37,1.214
20190213,0.01,0.29,0.02
20190214,0.01,-0.2,0.25
20190215,0.01,1.14,0.54
20190219,0.01,0.2,-0.25
20190220,0.01,0.2,-0.388
20190221,0.01,-0.36,0.066
20190222,0.01,0.66,1.608
20190225,0.01,0.16,-0.116
20190226,0.01,-0.15,0.18
20190227,0.01,0.1,0.508
20190228,0.01,-0.3,0.276
